order	helper_runtime	helper_constant
0	61.13617825508118	1.34397292137146
1	61.67500925064087	1.34397292137146
2	82.95568442344666	1.34397292137146
3	84.92969155311584	1.34397292137146
4	84.22548341751099	1.34397292137146
5	85.87156414985657	1.34397292137146
6	92.36353778839111	1.34397292137146
7	145.63428783416748	1.34397292137146
8	227.42282962799072	1.34397292137146
9	262.4784848690033	1.34397292137146
10	277.33817958831787	1.34397292137146
